"rep","fit_ok","flip_ok","fmg_ok","fit_error","flip_error","fmg_error","draw_seconds","fit_seconds","flip_seconds","fmg_seconds","total_seconds","flip_setup_seconds","flip_score_seconds","standardization_setup_seconds","flip_standardization_seconds","standardization_available","empirical_eigen_min","empirical_eigen_mean","empirical_eigen_cv","empirical_eigen_ratio","empirical_identity_distance","rls_statistic","flip_rls_abs_difference","p_flip_effective","p_flip_standardized","p_flip_standardized_chisq","p_gof_std_ml","p_gof_sb_ml","p_gof_mv_ml","p_gof_ss_ml","p_gof_peba4_ml","p_gof_all_ml","p_gof_std_rls","p_gof_sb_rls","p_gof_mv_rls","p_gof_ss_rls","p_gof_peba4_rls","p_gof_all_rls","p","n","distribution","truth","df","n_over_df","rho","cell_id"
85,TRUE,TRUE,TRUE,"","","",0,0.00300000000000011,0.00700000000000145,0.0410000000000004,0.0519999999999996,0.00200000000000244,0.000999999999997669,0.00400000000000134,0,FALSE,-1.70234494465488e-14,2.87986421166614,4.33937849967116,Inf,12.601022594614,561.803731531971,2.56711700785672e-08,0.07,NA,NA,1.15714126691126e-48,0.0216082720323114,0.272316830118756,0.305755082509247,0.0616518907170977,0.255441778166181,2.07707557937499e-43,0.0741063175638648,0.316706334680548,0.357143732796517,0.131757634515491,0.297867881930479,20,100,"pl","power",170,0.588235294117647,0.25,14
86,TRUE,TRUE,TRUE,"","","",0,0.00300000000000011,0.0069999999999979,0.0400000000000027,0.0529999999999973,0.00199999999999889,0.00100000000000122,0.00399999999999778,0,FALSE,-1.18747085495558e-14,3.33496132409824,3.95659082859257,Inf,13.3618088150803,607.163264196783,1.01624664239353e-09,0.225,NA,NA,1.85757006199948e-70,0.004940532723489,0.22080427943905,0.240876347338294,0.0258288326481754,0.208119472445572,1.9358090698256e-50,0.218616038150948,0.371134563910437,0.412256028222539,0.267477543788907,0.353365916325727,20,100,"pl","power",170,0.588235294117647,0.25,14
87,TRUE,TRUE,TRUE,"","","",0,0.00199999999999889,0.00800000000000267,0.0399999999999991,0.0510000000000019,0.00300000000000011,0.00100000000000122,0.00300000000000011,0,FALSE,-8.50412516459722e-15,3.13733064899819,4.37373792351445,Inf,13.8473858477121,609.279359437858,4.84271822642768e-09,0.07,NA,NA,2.73793566669196e-60,0.0102723115752047,0.251708758838873,0.28162669653546,0.039639658412388,0.232796875530927,8.98899077767637e-51,0.0804964624890788,0.320625148336369,0.362036377650054,0.13896683833437,0.298143765132667,20,100,"pl","power",170,0.588235294117647,0.25,14
88,TRUE,TRUE,TRUE,"","","",0.000999999999997669,0.00200000000000244,0.00799999999999912,0.0390000000000015,0.0500000000000007,0.00300000000000011,0.000999999999997669,0.00300000000000011,0.00100000000000122,FALSE,-2.29938828617796e-14,3.6956640688035,4.40295682082503,Inf,16.4463429470404,711.857705770802,3.27383986586938e-09,0.05,NA,NA,3.48542196114788e-84,0.00454375935643414,0.232340750956736,0.258552487530767,0.0246249635709055,0.217340896108211,2.15083525204682e-67,0.0931313609449829,0.327332801367944,0.370049981722089,0.152542427399332,0.307588182474157,20,100,"pl","power",170,0.588235294117647,0.25,14
89,TRUE,TRUE,TRUE,"","","",0,0.00400000000000134,0.00700000000000145,0.0409999999999968,0.0519999999999996,0.00199999999999889,0.00100000000000122,0.00400000000000134,0,FALSE,-6.25497893866886e-15,2.35301007915487,3.96654403378457,Inf,9.40367195479321,426.246541155341,3.06828837892681e-08,0.23,NA,NA,3.63964381013024e-22,0.338246257733349,0.404774868776845,0.448021328975284,0.362955198613948,0.3798848589135,5.51881539133143e-24,0.233017552200762,0.375576237201983,0.417073319148636,0.279327123078709,0.350543777086692,20,100,"pl","power",170,0.588235294117647,0.25,14
90,TRUE,TRUE,TRUE,"","","",0,0.00199999999999889,0.00700000000000145,0.0410000000000004,0.0510000000000019,0.00200000000000244,0.000999999999997669,0.00400000000000134,0,FALSE,-3.40723544835532e-14,3.64349595082661,4.98045415380875,Inf,18.2849119722002,745.814426537398,3.09000824927352e-10,0.04,NA,NA,7.204902437047e-75,0.0196158166804556,0.280507924954259,0.322783095517755,0.0582370486883613,0.252595784002252,4.49724250872763e-73,0.0273148845090844,0.289828610219819,0.333900908055233,0.0711229993176766,0.261455653983773,20,100,"pl","power",170,0.588235294117647,0.25,14
91,TRUE,TRUE,TRUE,"","","",0,0.00299999999999656,0.00700000000000145,0.0410000000000004,0.0509999999999984,0.00200000000000244,0.000999999999997669,0.00400000000000134,0,FALSE,-7.63952297923836e-15,2.47080169517991,4.14330675998762,Inf,10.3125587654609,502.520984175705,2.44224906964519e-08,0.035,NA,NA,2.08968319381387e-36,0.0178446892295372,0.261686551464721,0.291044318007615,0.0548295479835099,0.24689416474025,1.39461877533865e-34,0.0316089170040401,0.280548050341458,0.313109218944064,0.0775064692295068,0.264785643564074,20,100,"pl","power",170,0.588235294117647,0.25,14
92,TRUE,TRUE,TRUE,"","","",0,0.00199999999999889,0.00799999999999912,0.0420000000000016,0.0530000000000008,0.00300000000000011,0.00100000000000122,0.00399999999999778,0,FALSE,-4.59830733746247e-15,2.63271082106823,4.4674953383494,Inf,11.8400923921285,546.792661548847,5.46458522876492e-09,0.015,NA,NA,1.5758318417681e-44,0.0068247632157591,0.243440268754496,0.272541334117981,0.0310735837986937,0.216412474144824,3.92738814954207e-41,0.0193642416460458,0.271503419349907,0.30615802396176,0.0576687155117853,0.242038754598327,20,100,"pl","power",170,0.588235294117647,0.25,14
93,TRUE,TRUE,TRUE,"","","",0,0.00199999999999889,0.00800000000000267,0.0399999999999991,0.0510000000000019,0.00200000000000244,0.00199999999999889,0.00300000000000011,0,FALSE,-1.29700432808489e-14,4.37507301083648,4.91926800097315,Inf,21.7225601722332,856.662881489736,4.76040895591723e-09,0.13,NA,NA,1.20967293619328e-117,0.00123541053491742,0.219156177250554,0.246758184175193,0.011686641423954,0.200960172347566,4.18455147142362e-92,0.06913133526147,0.319608533166399,0.368011123983782,0.126305018241947,0.296135774321298,20,100,"pl","power",170,0.588235294117647,0.25,14
94,TRUE,TRUE,TRUE,"","","",0.00100000000000122,0.00299999999999656,0.00700000000000145,0.0410000000000004,0.0519999999999996,0.00200000000000244,0.000999999999997669,0.00400000000000134,0,FALSE,-1.38262440590092e-14,3.29814397026643,4.72342563906529,Inf,15.7017423308051,683.151801774707,3.90888317269855e-08,0.02,NA,NA,3.23945500306751e-55,0.0869426606728845,0.32698598400847,0.373723435947015,0.145928258035621,0.300346545341495,1.17503781428817e-62,0.0206744953654222,0.277995427212236,0.316722996234798,0.0601163445909956,0.253248399641764,20,100,"pl","power",170,0.588235294117647,0.25,14
95,TRUE,TRUE,TRUE,"","","",0,0.00300000000000011,0.00799999999999912,0.0399999999999991,0.0509999999999984,0.00199999999999889,0.000999999999997669,0.00400000000000134,0,FALSE,-2.08988711733292e-14,3.23611713917163,4.24942698736586,Inf,13.892282776121,562.613656079483,1.26502754937974e-08,0.41,NA,NA,1.172621261127e-51,0.119097181116933,0.337464873705243,0.379271638752505,0.178728102855051,0.311385014324682,1.5626839080671e-43,0.367230773188996,0.410108767689063,0.457618725082347,0.385324416759714,0.383768124420525,20,100,"pl","power",170,0.588235294117647,0.25,14
96,TRUE,TRUE,TRUE,"","","",0,0.00199999999999889,0.00800000000000267,0.0389999999999979,0.0500000000000007,0.00300000000000011,0.00100000000000122,0.00400000000000134,0,FALSE,-6.88372997351213e-15,3.00418669844335,4.28332557307125,Inf,12.9856015045096,587.392122063536,1.18723164632684e-09,0.225,NA,NA,3.51610990221211e-50,0.038824939297264,0.290602877090923,0.326379133838948,0.0882161474848985,0.266507174776149,2.38764319043669e-47,0.0710247399197273,0.314080576916098,0.353328571239576,0.12842675698154,0.289097733249086,20,100,"pl","power",170,0.588235294117647,0.25,14
97,TRUE,TRUE,TRUE,"","","",0,0.00199999999999889,0.00700000000000145,0.0399999999999991,0.0489999999999995,0.00199999999999889,0.00200000000000244,0.00300000000000011,0,FALSE,-6.35158682096617e-15,2.62799265899715,4.51330270441729,Inf,11.9375205088203,481.920681913838,1.02621697806171e-08,0.335,NA,NA,1.10085938040166e-31,0.196512065362582,0.365469939527446,0.413655538771009,0.248608595742919,0.331304967308812,1.25893313750426e-31,0.198757931737871,0.366126640127528,0.414371523599221,0.250526793608376,0.331954456868593,20,100,"pl","power",170,0.588235294117647,0.25,14
98,TRUE,TRUE,TRUE,"","","",0,0.00199999999999889,0.0069999999999979,0.0390000000000015,0.0489999999999995,0.00199999999999889,0.00100000000000122,0.00300000000000011,0.000999999999997669,FALSE,-7.12363850830679e-15,2.75249748948856,4.23337970732758,Inf,11.7494771133313,538.777311545356,3.18971160595538e-09,0.175,NA,NA,1.18964847069611e-43,0.0276914690226687,0.277963599877305,0.31113241568658,0.0716300264051272,0.252102759058374,6.29104730912615e-40,0.06956005429096,0.312556815096687,0.351004573874454,0.126586682357442,0.284984431931179,20,100,"pl","power",170,0.588235294117647,0.25,14
99,TRUE,TRUE,TRUE,"","","",0,0.00199999999999889,0.00700000000000145,0.0410000000000004,0.0520000000000032,0.00199999999999889,0.00100000000000122,0.00400000000000134,0,FALSE,-2.95311458877842e-14,3.37367266204392,5.44216569838955,Inf,18.4592569752627,708.103799411043,3.62410901288968e-09,0.05,NA,NA,1.03058480605859e-60,0.0498199988778673,0.31198944185728,0.366045731277018,0.102876105871222,0.270331352966133,9.02768164278766e-67,0.0148943595015663,0.279320603351824,0.326943539056305,0.0494266695151766,0.240151057767054,20,100,"pl","power",170,0.588235294117647,0.25,14
100,TRUE,TRUE,TRUE,"","","",0,0.00200000000000244,0.00799999999999912,0.0389999999999979,0.0489999999999995,0.00199999999999889,0.00100000000000122,0.00300000000000011,0,FALSE,-5.79734568031106e-15,2.32086861707234,3.55644444851849,Inf,8.33505341520114,481.887002366617,1.969624463527e-10,0.015,NA,NA,7.62127888473624e-36,0.00396639405568752,0.200045550265978,0.21339793165846,0.0226181848791853,0.190518023773823,1.27286527497937e-31,0.019500459127483,0.247680969305883,0.269152290743927,0.0578522430575912,0.235078202402763,20,100,"pl","power",170,0.588235294117647,0.25,14
1,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.00100000000000033,0.00199999999999978,0.00499999999999989,0,0.00100000000000033,0,0,TRUE,1.50751330468173,3.6369022718223,0.734854869877684,5.28268765491787,3.55913842055963,21.1126895322327,7.32214289200783e-12,0.325,0.1,0.129452200102536,0.000847600681418998,0.33004708143683,0.328522973534053,0.343224738327223,0.325783459948204,0.31173513480724,0.000771292710719178,0.323923344446541,0.3234388067095,0.337950497561527,0.31988328588218,0.306585801982562,5,400,"pl","power",5,80,0.25,15
2,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.00199999999999978,0.00199999999999978,0.00699999999999967,0.000999999999999446,0.00100000000000033,0,0,TRUE,1.09367084647695,3.20036236673227,0.747072358511269,6.58350543731202,3.06834245869106,63.38475801297,2.8421709430404e-14,0.005,0.005,0.0519974329103274,5.30516934493263e-11,0.0030010937470806,0.00908235752299814,0.00738745449133357,0.00423570381431635,0.0113513517920337,2.42303194575916e-12,0.00124779640056681,0.00477284707540307,0.00360394198827581,0.00195635612248263,0.00674101855341316,5,400,"pl","power",5,80,0.25,15
3,TRUE,TRUE,TRUE,"","","",0,0,0.00199999999999978,0.00100000000000033,0.00400000000000045,0.00100000000000033,0.000999999999999446,0,0,TRUE,1.88589007119558,4.60601465738622,0.529713760503374,4.37412759216407,4.21493910349869,13.2973930924245,1.23598908885469e-11,0.8,0.805,0.736766453966395,0.0257107996960293,0.734656285194448,0.698971893703729,0.701614199393759,0.728735825127011,0.706044473695953,0.0207456823628955,0.716764877295741,0.681900653913909,0.685411334252805,0.710756702305875,0.687894369779873,5,400,"pl","power",5,80,0.25,15
4,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.00100000000000033,0.00199999999999978,0.00400000000000045,0,0.00100000000000033,0,0,TRUE,0.93286363611653,4.96752407757689,1.08662757789775,15.4069323186348,6.24905300037585,108.963379007534,4.12114786740858e-12,0.005,0.005,0.00909051051559784,2.26233748910825e-21,0.000603723522485286,0.00705103541669681,0.00448358892051141,0.00150039930431184,0.00975897544371075,6.78490538631966e-22,0.000484249528732568,0.00622357019293415,0.00384648029747452,0.00125993104796983,0.00884213191825189,5,400,"pl","power",5,80,0.25,15
5,TRUE,TRUE,TRUE,"","","",0,0,0.00299999999999923,0.00200000000000067,0.00600000000000023,0,0.00100000000000033,0,0,TRUE,0.895481702368951,2.90467565724663,0.715795354368411,6.62447194307327,2.66197149739916,32.5754071394943,6.3948846218409e-14,0.07,0.08,0.0927832054127082,5.95598580470747e-06,0.049875178927691,0.0727579512611526,0.0719031671738063,0.0552788739073092,0.0707444104924294,4.56925057874818e-06,0.0461372747416758,0.068510090142335,0.067435333016039,0.0515023073815512,0.0668530961550814,5,400,"pl","power",5,80,0.25,15
6,TRUE,TRUE,TRUE,"","","",0,0,0.00200000000000067,0.000999999999999446,0.00399999999999956,0,0.00100000000000033,0,0,TRUE,1.11148647490923,5.19521669559175,1.04816824312578,12.9661323812808,6.42824088599081,24.4352191366579,9.28324084270571e-12,0.515,0.795,0.709536819673772,0.000290549831937475,0.479446565750672,0.430294958498535,0.461708982554407,0.464240196091818,0.412898958037134,0.000179045354383561,0.451707258516978,0.410537440966621,0.441838619989333,0.43773866335396,0.391386584274361,5,400,"pl","power",5,80,0.25,15
7,TRUE,TRUE,TRUE,"","","",0,0,0.00199999999999978,0.00100000000000033,0.00400000000000045,0.000999999999999446,0.00100000000000033,0,0,TRUE,1.63981697672835,6.69356347083141,1.04521463276871,11.307933469867,8.46015566745732,26.2910947155178,2.77111666946439e-13,0.61,0.05,0.090255761754966,2.73303335145075e-05,0.508941168248133,0.451304826958932,0.482622992014365,0.492385144778676,0.43559256046514,7.83521151424854e-05,0.558732588812222,0.487372812942165,0.517703009017786,0.540581837556616,0.47618687269517,5,400,"pl","power",5,80,0.25,15
8,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.00100000000000033,0.00299999999999923,0.00499999999999989,0,0.00100000000000033,0,0,TRUE,1.16395911136811,3.55775274820148,0.822862024410303,7.2854013003537,3.66039475237164,8.32650509194204,8.95461482741666e-12,0.755,0.675,0.650155959344875,0.147376845953083,0.806610642552028,0.725363599159684,0.726961727349533,0.796186571683142,0.749712924409032,0.139135659090147,0.799912668807717,0.718867938333268,0.721331401359523,0.789323334567995,0.742308530192756,5,400,"pl","power",5,80,0.25,15
9,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.000999999999999446,0.00200000000000067,0.00400000000000045,0,0.000999999999999446,0,0,TRUE,0.927119465717332,4.43243009360596,0.70835506369602,9.32602394092442,4.43485304532419,84.4704745328921,5.20117282576393e-12,0.005,0.01,0.0117195059524003,3.90444699536756e-16,0.00229679997621823,0.00691195044713575,0.00555724266812189,0.00350871444326154,0.00813441644782389,9.72023024964752e-17,0.00173343337141098,0.00559597529562806,0.00439899960402814,0.00274748746830476,0.00673896009488918,5,400,"pl","power",5,80,0.25,15
10,TRUE,TRUE,TRUE,"","","",0,0,0.00199999999999978,0.00100000000000033,0.00399999999999956,0,0,0.000999999999999446,0,TRUE,0.65299671175565,4.53116531946778,0.983761973742813,17.5160416939695,5.32589918418378,84.1748930079918,7.95807864051312e-13,0.005,0.015,0.0314444457440739,3.51648993296778e-16,0.00267941785161857,0.0137420068750379,0.0105657172527134,0.00533147832285123,0.0156352884519818,1.12106610727417e-16,0.00213850204501592,0.0119534068957531,0.00896613591455239,0.00446028289151078,0.0138576736944107,5,400,"pl","power",5,80,0.25,15
11,TRUE,TRUE,TRUE,"","","",0,0.000999999999999446,0.00100000000000033,0.00199999999999978,0.00499999999999989,0,0.00100000000000033,0,0,TRUE,1.32820227019886,2.74426550670618,0.414970006502179,3.21488615811499,2.01988425846061,3.82985669130803,2.8643754035329e-13,0.935,0.92,0.897119436675007,0.567688446778231,0.922921722076641,0.904273033391322,0.896698282442511,0.920892862501382,0.913416638484282,0.57416334106908,0.924689218933626,0.90622214792507,0.898548552659035,0.922695594361442,0.915342216333867,5,400,"pl","power",5,80,0.25,15
12,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.00100000000000033,0.00199999999999978,0.00499999999999989,0,0.00100000000000033,0,0,TRUE,0.935327615654485,4.90050920165731,0.905598212424632,12.7590491186673,5.5650591195078,89.4889155555243,1.20081722343457e-11,0.005,0.02,0.0364293131978084,6.15285636792971e-17,0.00350519268532812,0.0140591135376672,0.0112227520247906,0.00612385406837856,0.0162330666758155,8.6035501037883e-18,0.0024536906026365,0.0111285067645604,0.00856988358245472,0.0045790880214698,0.0133108287699181,5,400,"pl","power",5,80,0.25,15
13,TRUE,TRUE,TRUE,"","","",0,0,0.00199999999999978,0.000999999999999446,0.00399999999999956,0.000999999999999446,0.00100000000000033,0,0,TRUE,1.2637060754472,3.72042515501889,0.880442638439703,7.39838133739426,3.9980579105396,40.7741590997705,1.16742171485384e-11,0.03,0.01,0.0290521631547679,2.32125622994561e-08,0.0363191732110231,0.0660801186429186,0.0644950580830534,0.041474422699159,0.0627117082100464,1.04218695256207e-07,0.050986266981218,0.0836256742281094,0.0834533025724075,0.0563858768185197,0.0777326325945621,5,400,"pl","power",5,80,0.25,15
14,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.000999999999999446,0.00200000000000067,0.00400000000000045,0,0.000999999999999446,0,0,TRUE,1.08984355502744,2.07673953370717,0.375195477384453,2.84825916985399,1.28260254617369,17.5107541005469,1.50990331349021e-12,0.105,0.03,0.0688060558954297,0.00297343679744879,0.121921029752359,0.130066782625715,0.130801204598005,0.123151413057522,0.127332422516428,0.003626401042077,0.132281325205609,0.140295736371382,0.141232563045704,0.133405793477865,0.137275097688135,5,400,"pl","power",5,80,0.25,15
15,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.00199999999999978,0.00199999999999978,0.00899999999999945,0,0.00199999999999978,0,0,TRUE,1.3152676725252,3.80547775141827,0.638885063234875,5.92980656941326,3.54958262629947,37.1379418864582,1.57740487338742e-11,0.08,0.235,0.221549969943354,2.64681606632263e-06,0.112408058546772,0.132885146341023,0.135161063878199,0.115086498972404,0.125032633486323,5.61995145874599e-07,0.0808943863297154,0.101424986837643,0.102045717876633,0.0840240186512307,0.0959892887348356,5,400,"pl","power",5,80,0.25,15
16,TRUE,TRUE,TRUE,"","","",0,0.000999999999999446,0.00200000000000067,0.000999999999999446,0.00499999999999989,0,0.00100000000000033,0.00100000000000033,0,TRUE,1.18831305881018,2.94615259339285,0.651755575403676,4.76564198567932,2.59560328550733,28.2034836473622,8.88178419700125e-14,0.075,0.025,0.0663263817853053,5.92222365806711e-05,0.102094786937493,0.123858333276877,0.125773396313319,0.106103477952257,0.118050957551792,3.32119984984256e-05,0.0867782207846295,0.108542987248873,0.109601541094598,0.0911245909056852,0.103872549392221,5,400,"pl","power",5,80,0.25,15
17,TRUE,TRUE,TRUE,"","","",0,0.000999999999999446,0.00200000000000067,0.000999999999999446,0.00399999999999956,0,0.00200000000000067,0,0,TRUE,1.43780711914376,3.22372274387671,0.682449569699379,4.82648986235082,2.96935045154982,43.9619608975893,1.14965814645984e-11,0.025,0.03,0.0419140260809713,1.89601197674663e-08,0.0164149616526944,0.0297055472240527,0.0275910123960098,0.0191772677661372,0.0308812802353504,2.35777418068538e-08,0.017414068085187,0.0310997661795729,0.0289904377982563,0.0202435358813867,0.0321477773241028,5,400,"pl","power",5,80,0.25,15
18,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.00199999999999978,0.00300000000000011,0.00600000000000023,0,0.00199999999999978,0,0,TRUE,0.588033956573834,3.41044612427054,1.02450978733598,16.0837788760367,3.94675530105911,7.34209132807727,2.38919994899334e-13,0.835,0.38,0.381943529452382,0.18111614339665,0.817331171932549,0.701377022188174,0.706985890667828,0.803971680539438,0.733195167659393,0.196416127309324,0.827288095695953,0.711026687277987,0.714829240443335,0.81429514986325,0.744725353823545,5,400,"pl","power",5,80,0.25,15
19,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.00199999999999978,0.00100000000000033,0.00400000000000045,0,0.00199999999999978,0,0,TRUE,1.42834257501274,3.61248923230554,0.860616146405693,6.18654770770752,3.81544734677507,22.1723805576583,2.38031816479634e-13,0.31,0.175,0.187471154314653,0.000283394294398577,0.260847052635439,0.27218679087269,0.28859631365265,0.258860061158387,0.251292511917256,0.000485526661224727,0.291278423548125,0.296498874550201,0.314472029577818,0.287819538310078,0.275291519277092,5,400,"pl","power",5,80,0.25,15
20,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.00199999999999978,0.00100000000000033,0.00400000000000045,0,0.00100000000000033,0,0,TRUE,0.917439790086702,3.1397174408948,1.11617563581233,10.1057282308335,3.79519076940151,46.5416046074837,7.46069872548105e-13,0.01,0.155,0.156414110727394,3.04138152350431e-08,0.0160499201459211,0.0488329635473473,0.0451840896230885,0.0221585004760276,0.0481083384142705,7.04501296880101e-09,0.010647268496264,0.0385063144877571,0.0342090678752113,0.0157579164988677,0.0392478814198938,5,400,"pl","power",5,80,0.25,15
21,TRUE,TRUE,TRUE,"","","",0,0.000999999999999446,0.00199999999999978,0.00100000000000033,0.00399999999999956,0,0.00100000000000033,0.000999999999999446,0,TRUE,1.52176182777414,5.69602166273371,1.22415305879112,11.8350161803544,7.80695827133607,51.7822564323982,1.49121603953972e-10,0.05,0.005,0.00923808738563148,3.5061230778325e-12,0.050552018974297,0.102726647049786,0.106469336383046,0.0595980070718251,0.0932588687148462,5.97896138148611e-10,0.103895882014244,0.155387506521737,0.168738737762811,0.111643016746081,0.137552571716046,5,400,"pl","power",5,80,0.25,15
22,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.000999999999999446,0.00199999999999978,0.00499999999999989,0,0.000999999999999446,0,0,TRUE,1.21517987787044,2.88668008101781,0.631354211741986,4.63525300019805,2.49335479404521,32.2586732564427,4.33431068813661e-13,0.045,0.215,0.217459563840803,9.83033600100674e-06,0.0563010911121545,0.0750492509377688,0.0744320818954018,0.0604565889214062,0.0727297677818096,5.28004433639362e-06,0.0468637357956256,0.0646344023361597,0.0636035356776095,0.0509809136298267,0.0631776646961144,5,400,"pl","power",5,80,0.25,15
23,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.000999999999999446,0.00200000000000067,0.00500000000000078,0,0.000999999999999446,0,0,TRUE,1.31098649136864,3.13678041690914,0.448510533210219,3.74217418287412,2.47977367832173,20.8611814310369,1.06581410364015e-14,0.225,0.13,0.185620530472649,0.000404225965134472,0.204386946497097,0.212593353159531,0.215890510159712,0.204813879675203,0.20702185574958,0.000860462034765154,0.246142225677061,0.251940607487283,0.256188344670354,0.245781979424683,0.245742919221763,5,400,"pl","power",5,80,0.25,15
24,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.000999999999999446,0.00200000000000067,0.00499999999999989,0,0.000999999999999446,0,0,TRUE,0.950879383839731,2.1615293314831,0.634261561869743,4.65022338698888,1.68902583822161,27.1900836798607,8.17124146124115e-13,0.03,0.07,0.102776833375408,9.40178065039738e-05,0.0341061107966924,0.0501239055607426,0.0486049271737194,0.0374376904169719,0.0493842021277542,5.23803444709169e-05,0.0267957805507866,0.0412661720000595,0.0395397747859422,0.0299181898176579,0.0413560426541397,5,400,"pl","power",5,80,0.25,15
25,TRUE,TRUE,TRUE,"","","",0,0,0.00200000000000067,0.000999999999999446,0.00599999999999934,0.00100000000000033,0.00100000000000033,0,0,TRUE,1.8740397320191,3.67269122567748,0.492113961448956,3.43394845441951,3.12355309859213,19.8807433508833,8.41993141875719e-13,0.42,0.23,0.20902344125975,0.000909054249512364,0.340617237078654,0.33959626477876,0.346617016696154,0.338428310285137,0.330760278265256,0.00131578774741482,0.365925882038709,0.362649688885279,0.370012261244634,0.363320439238932,0.354141020173481,5,400,"pl","power",5,80,0.25,15
26,TRUE,TRUE,TRUE,"","","",0,0,0.00199999999999978,0.00199999999999978,0.00499999999999989,0.000999999999999446,0.00100000000000033,0,0,TRUE,1.04913543089049,2.78111128153748,0.523679191130511,4.46491177121642,2.20664036842095,18.8530096587075,1.04449782156735e-12,0.23,0.44,0.446788197147309,0.00230340428056021,0.243717725967029,0.251253350539595,0.256880694801266,0.243333616154057,0.243733475020951,0.00204713753920253,0.23578691198183,0.243954361459998,0.249360194755245,0.235583455084544,0.236559186264957,5,400,"pl","power",5,80,0.25,15
27,TRUE,TRUE,TRUE,"","","",0,0,0.00199999999999978,0.00199999999999978,0.00499999999999989,0.000999999999999446,0.00100000000000033,0,0,TRUE,1.09376955639793,4.57839944530907,0.757305076558122,9.31009171339664,4.73522688922362,29.7172795326839,2.48689957516035e-14,0.26,0.275,0.297185710066821,3.70346454821406e-05,0.294042155523274,0.298589829472386,0.312814630997232,0.291488329273009,0.28296664654506,1.6763789411275e-05,0.259544033880198,0.269799350539376,0.282540358289281,0.25830002786288,0.254327531569604,5,400,"pl","power",5,80,0.25,15
28,TRUE,TRUE,TRUE,"","","",0,0,0.00199999999999978,0.00100000000000033,0.00400000000000045,0,0.00199999999999978,0,0,TRUE,0.820933586431525,3.52439394322609,0.944758009147262,11.01310941459,3.90411107476081,25.0136152988979,3.5527136788005e-14,0.195,0.285,0.339176049525121,0.000150153919100141,0.215430658222513,0.237191231560474,0.253644944284937,0.215901456916525,0.218611947381392,0.000138492890461102,0.211684018783647,0.234186029379235,0.250355984128799,0.212364244114388,0.215733313908897,5,400,"pl","power",5,80,0.25,15
29,TRUE,TRUE,TRUE,"","","",0,0,0.00199999999999978,0.00199999999999978,0.00499999999999989,0.000999999999999446,0.00100000000000033,0,0,TRUE,0.642469158884634,3.50262534998817,0.681244067034387,9.55758464626858,3.2890842765205,56.5319128617391,5.61328761250479e-13,0.005,0.01,0.0146465630314139,1.94883847983589e-10,0.00812883517939561,0.0172919531273001,0.0153446095407186,0.0108505633093477,0.0185980395337192,6.31461730669529e-11,0.00611102750429207,0.0138858860177423,0.0120824515435793,0.00844588504792813,0.0151961132281234,5,400,"pl","power",5,80,0.25,15
30,TRUE,TRUE,TRUE,"","","",0,0,0.00199999999999978,0.00100000000000033,0.00400000000000045,0.000999999999999446,0.00100000000000033,0,0,TRUE,1.12841082074651,5.21764908957938,0.737706761528333,10.1171644025884,5.44435393559667,35.8585925928419,4.2348347051302e-12,0.23,0.66,0.602426323719691,3.44356851213103e-06,0.270639392766408,0.278829315922603,0.291262877505672,0.269167502938551,0.264382972159188,1.0137199022579e-06,0.228471023506476,0.242893621948678,0.25337121588231,0.228524574205735,0.228959419112906,5,400,"pl","power",5,80,0.25,15
31,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.00100000000000033,0.00199999999999978,0.00400000000000045,0,0.00100000000000033,0,0,TRUE,1.17274208164454,4.18224383991537,1.29065300469982,11.7515529213122,5.7823777666561,56.0535474612555,1.74793512996985e-12,0.03,0.29,0.280310836664978,9.49156845857685e-11,0.0198936634591937,0.0643191247211777,0.0619381747519997,0.0271205316306893,0.0614330143182431,7.9228224983887e-11,0.0191705273994003,0.0630869808078854,0.0605308937185355,0.0263004187674052,0.0604008719629978,5,400,"pl","power",5,80,0.25,15
32,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.00199999999999978,0.00199999999999978,0.00699999999999967,0.000999999999999446,0,0,0,TRUE,1.08656781793762,2.66539464390943,0.423282816106342,3.52253434285613,1.94726370695935,13.6886900816276,1.3855583347322e-13,0.44,0.425,0.403763889760925,0.0175268454413055,0.396818832768994,0.392349220252674,0.398031749501581,0.394183359155395,0.387273292470327,0.0177126341417134,0.397976418636561,0.393427105180071,0.39911678538343,0.395325172098668,0.388361567968055,5,400,"pl","power",5,80,0.25,15
